id,entry_time,exit_time,symbol,side,entry_price,exit_price,quantity,pnl_usd,pnl_pct,exit_reason,status
adaaa62f-4c15-4509-8b1d-7ff0e7dbd7b0,2025-07-11 04:00:00,2025-07-14 04:00:00,BTC,BUY,116976.61908,121167.2041893089,0.0167450418,65.1693195959,,,CLOSED
568cf759-dc0b-4686-ac8e-bda17f7d2894,2025-07-14 05:00:00,2025-07-14 15:00:00,BTC,BUY,122523.220995,121002.4600729466,0.0161966619,-29.5554715858,,,CLOSED
60d212c8-2428-437b-b103-03d600b9ddc5,2025-08-11 11:00:00,2025-08-11 19:00:00,BTC,BUY,120621.82077,119273.1700693352,0.0163506236,-26.9488080997,,,CLOSED
9fe429e5-47bf-49eb-94d3-067df7724c47,2025-08-13 19:00:00,2025-08-14 10:00:00,BTC,BUY,122805.582105,121231.787830861,0.007984419,-14.9983121352,,,CLOSED
9a77c210-97f6-41a4-9df1-a36454061cc0,2025-08-22 22:00:00,2025-08-23 11:00:00,BTC,BUY,116815.55859,115265.4601393076,0.0083673097,-15.3942784171,,,CLOSED
a74b8f82-0bfb-453d-b230-b4face7f82f1,2025-09-05 12:00:00,2025-09-05 14:00:00,BTC,BUY,113271.38739,112019.4912442763,0.0086010579,-13.1871142591,,,CLOSED
ee483ebf-2fda-403e-b1cf-e16c683ca430,2025-10-01 17:00:00,2025-10-02 18:00:00,BTC,BUY,116826.454035,120376.8695605675,0.0083159038,27.0518326432,,,CLOSED
feabc96f-5405-4e72-a37f-7fe06a81727b,2025-10-02 19:00:00,2025-10-05 04:00:00,BTC,BUY,120896.908245,124533.1050039267,0.0161597744,53.7878122269,,,CLOSED
1c1da8d8-60d5-4812-9576-eb501a90bb35,2025-10-05 09:00:00,2025-10-07 16:00:00,BTC,BUY,123082.01025,121638.0086335127,0.0160446014,-28.0706822542,,,CLOSED
54f8deb2-df8a-41b1-b784-7f73e773d987,2025-10-20 10:00:00,2025-10-21 03:00:00,BTC,BUY,110787.14589,109378.6015946626,0.0177202214,-29.8302090687,,,CLOSED
a787139f-2525-497b-b628-612b5cca8b18,2025-10-24 07:00:00,2025-10-27 01:00:00,BTC,BUY,111110.137305,115018.0917155464,0.0087788654,31.8173921809,,,CLOSED
b919016c-078b-434a-ab02-68d63f2cbd30,2025-10-27 08:00:00,2025-10-28 05:00:00,BTC,BUY,115072.38744,113807.7563735803,0.0170621298,-26.4533834868,,,CLOSED
f926e769-82db-4072-90ef-00d5403cfa91,2025-11-09 18:00:00,2025-11-11 19:00:00,BTC,BUY,104564.906325,103224.6977149314,0.0186716611,-29.8673863382,,,CLOSED
d91c8998-d1cd-4b34-8c1d-4516d0889a98,2025-11-27 11:00:00,2025-12-01 00:00:00,BTC,BUY,91417.56594,90186.52745588,0.0106109634,-15.467981649,,,CLOSED
45e619a7-a4d9-46f3-a30f-8fcf196c2b0b,2025-12-29 09:00:00,2025-12-30 02:00:00,BTC,BUY,88144.100025,87090.0197987664,0.0109688141,-13.9617577096,,,CLOSED
8aaf9acc-658f-45d8-ac70-a8314570ee76,2026-01-02 15:00:00,2026-01-05 00:00:00,BTC,BUY,89462.819055,92154.5317847665,0.01077482,26.5493516325,,,CLOSED
5d35eed4-ec3d-4005-a604-e851ff1c9dd5,2026-01-05 15:00:00,2026-01-06 16:00:00,BTC,BUY,94004.708865,92937.0863046308,0.0206194321,-26.8265594672,,,CLOSED
1ee6c5f9-f969-4c8c-b9a5-b6b420b100d5,2026-01-13 18:00:00,2026-01-14 16:00:00,BTC,BUY,93680.526855,97004.0168230853,0.0205720434,63.4504236088,,,CLOSED
6aba3f57-77d1-477f-a9da-c60ca1c236bb,2026-01-15 06:00:00,2026-01-16 15:00:00,BTC,BUY,96291.90189,95002.3771650555,0.0202738449,-30.9849265932,,,CLOSED
